sale_date,product,category,region,quantity,amount,stock_quantity
2014-09-05,Avery Trapezoid Extra Heavy Duty 4' Binders,Office Supplies,West,7,88.07,26
2014-09-05,"Telephone Message Books with Fax/Mobile Section, 4 1/4' x 6'",Office Supplies,East,4,11.52,31
2014-09-05,"Trav-L-File Heavy-Duty Shuttle II, Black",Office Supplies,West,5,217.85,77
2014-09-05,Staples,Office Supplies,East,6,14.82,120
2014-09-05,"Bush Cubix Conference Tables, Fully Assembled",Furniture,West,8,1478.27,145
2014-09-05,Acco Suede Grain Vinyl Round Ring Binder,Office Supplies,West,6,13.34,155
2014-09-05,DIXON Oriole Pencils,Office Supplies,East,4,8.26,156
2014-09-06,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Office Supplies,South,2,147.18,15
2014-09-06,Newell 333,Office Supplies,West,1,2.78,98
2014-09-06,Maxell LTO Ultrium - 800 GB,Technology,South,4,89.57,46
2014-09-06,Model L Table or Wall-Mount Pencil Sharpener,Office Supplies,South,5,71.96,186
2014-09-06,Xerox 220,Office Supplies,South,3,15.55,30
2014-09-08,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Office Supplies,East,8,478.08,3
2014-09-08,Motorla HX550 Universal Bluetooth Headset,Technology,West,4,126.56,164
2014-09-08,Avoid Verbal Orders Carbonless Minifold Book,Office Supplies,East,5,16.9,16
2014-09-08,"DAX Copper Panel Document Frame, 5 x 7 Size",Furniture,West,2,25.16,38
2014-09-08,Staples,Office Supplies,Central,9,73.01,47
2014-09-08,Xerox 191,Office Supplies,East,2,39.96,173
2014-09-08,GBC DocuBind 300 Electric Binding Machine,Office Supplies,Central,3,1577.94,217
2014-09-08,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Furniture,West,4,19.76,175
2014-09-08,Hanging Personal Folder File,Office Supplies,West,3,37.68,38
2014-09-08,Avery 519,Office Supplies,East,5,29.24,232
2014-09-08,Logitech Wireless Marathon Mouse M705,Technology,West,7,279.94,131
2014-09-08,"DataProducts Ampli Magnifier Task Lamp, Black,",Furniture,Central,5,135.3,29
2014-09-08,Boston 1799 Powerhouse Electric Pencil Sharpener,Office Supplies,West,1,25.98,157
2014-09-08,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,West,3,7.86,21
2014-09-08,Konftel 250 Conference phone - Charcoal black,Technology,West,2,455.71,202
2014-09-08,"Eureka Recycled Copy Paper 8 1/2' x 11', Ream",Office Supplies,East,3,15.55,65
2014-09-08,Poly String Tie Envelopes,Office Supplies,East,3,4.9,107
2014-09-08,DAX Two-Tone Silver Metal Document Frame,Furniture,West,4,80.96,11
2014-09-08,Tenex Chairmats For Use With Carpeted Floors,Furniture,West,3,47.94,221
2014-09-08,Eureka The Boss Cordless Rechargeable Stick Vac,Office Supplies,South,2,81.57,35
2014-09-08,Maxell 4.7GB DVD-R,Technology,Central,4,113.52,17
2014-09-08,Global Low Back Tilter Chair,Furniture,West,2,161.57,89
2014-09-08,Rosewill 107 Normal Keys USB Wired Standard Keyboard,Technology,Central,1,13.48,180
2014-09-09,"Premier Elliptical Ring Binder, Black",Office Supplies,Central,7,42.62,198
2014-09-09,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Office Supplies,Central,5,45.92,0
2014-09-09,DAX Black Cherry Wood-Tone Poster Frame,Furniture,Central,2,21.18,126
2014-09-09,Xerox 205,Office Supplies,Central,4,20.74,185
2014-09-09,Memorex Micro Travel Drive 32 GB,Technology,East,4,116.83,89
2014-09-09,Aastra 6757i CT Wireless VoIP phone,Technology,East,2,258.53,86
2014-09-09,"Global Armless Task Chair, Royal Blue",Furniture,Central,5,213.43,89
2014-09-09,Canon PC-428 Personal Copier,Technology,Central,2,319.98,236
2014-09-09,Adjustable Personal File Tote,Office Supplies,East,4,65.12,133
2014-09-09,Imation Swivel Flash Drive USB flash drive - 8 GB,Technology,East,1,9.1,69
2014-09-09,"Decoflex Hanging Personal Folder File, Blue",Office Supplies,South,5,61.68,43
2014-09-09,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Furniture,Central,7,765.62,199
2014-09-09,Memorex Froggy Flash Drive 8 GB,Technology,Central,6,85.2,151
2014-09-09,Samsung Rugby III,Technology,South,3,158.38,85
2014-09-10,#10- 4 1/8' x 9 1/2' Recycled Envelopes,Office Supplies,Central,2,17.48,18
2014-09-10,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6' Capacity",Office Supplies,East,2,6.26,100
2014-09-10,Unpadded Memo Slips,Office Supplies,West,2,6.37,145
2014-09-10,Global Low Back Tilter Chair,Furniture,East,2,141.37,94
2014-09-10,Eldon Wave Desk Accessories,Furniture,South,3,14.14,100
2014-09-10,Fellowes Super Stor/Drawer Files,Office Supplies,South,2,258.48,29
2014-09-10,Avery 501,Office Supplies,East,6,17.71,248
2014-09-10,Xerox 1888,Office Supplies,South,4,177.54,169
2014-09-10,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Office Supplies,West,3,99.87,32
2014-09-10,Novimex Fabric Task Chair,Furniture,West,5,243.92,201
2014-09-10,Staples,Office Supplies,South,3,8.83,228
2014-09-10,Samsung Galaxy Note 2,Technology,East,7,1931.96,11
2014-09-10,Plantronics S12 Corded Telephone Headset System,Technology,East,3,258.7,117
2014-09-10,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,East,2,66.11,93
2014-09-10,Newell 35,Office Supplies,West,2,6.56,154
2014-09-10,"BIC Brite Liner Highlighters, Chisel Tip",Office Supplies,East,5,25.92,166
2014-09-10,3M Organizer Strips,Office Supplies,East,3,4.86,136
2014-09-10,Fellowes Officeware Wire Shelving,Office Supplies,South,7,628.81,245
2014-09-10,Avery 511,Office Supplies,Central,4,9.86,148
2014-09-10,Astroparche Fine Business Paper,Office Supplies,West,9,47.52,75
2014-09-10,Microsoft Sculpt Comfort Mouse,Technology,East,3,95.88,246
2014-09-10,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Furniture,East,2,17.02,28
2014-09-10,"Quartet Omega Colored Chalk, 12/Pack",Office Supplies,East,1,4.67,160
2014-09-10,Wilson Jones Standard D-Ring Binders,Office Supplies,East,2,3.04,234
2014-09-10,Microsoft Wireless Mobile Mouse 4000,Technology,West,4,159.96,189
2014-09-10,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Office Supplies,East,1,4.5,116
2014-09-10,Xerox 1930,Office Supplies,West,6,31.1,14
2014-09-10,X-Rack File for Hanging Folders,Office Supplies,South,5,56.45,1
2014-09-10,Belkin 7-Outlet SurgeMaster Home Series,Office Supplies,West,1,11.18,179
2014-09-11,Eberhard Faber 3 1/2' Golf Pencils,Office Supplies,East,2,14.88,230
2014-09-11,Logitech G105 Gaming Keyboard,Technology,Central,5,296.85,116
2014-09-11,Imation Clip USB flash drive - 8 GB,Technology,Central,6,112.8,171
2014-09-11,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Office Supplies,Central,3,33.99,181
2014-09-11,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,West,3,362.35,17
2014-09-11,Avery Non-Stick Binders,Office Supplies,West,2,7.18,2
2014-09-11,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Office Supplies,Central,3,13.71,134
2014-09-11,Wilson Jones Suede Grain Vinyl Binders,Office Supplies,South,1,2.78,170
2014-09-11,Xerox 1970,Office Supplies,Central,5,24.9,209
2014-09-11,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",Office Supplies,East,2,18.76,235
2014-09-11,3M Organizer Strips,Office Supplies,Central,3,16.2,165
2014-09-11,Acco 6 Outlet Guardian Standard Surge Suppressor,Office Supplies,Central,2,24.18,164
2014-09-11,Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,Central,3,286.29,185
2014-09-11,Panasonic Kx-TS550,Technology,Central,4,147.17,160
2014-09-11,Cisco IP Phone 7961G-GE VoIP phone,Technology,East,2,259.9,107
2014-09-11,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Technology,East,4,37.06,186
2014-09-11,Xerox 1906,Office Supplies,East,3,85.06,94
2014-09-11,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Office Supplies,Central,3,762.59,121
2014-09-12,Hoover Commercial SteamVac,Office Supplies,South,5,67.9,10
2014-09-12,iOttie XL Car Mount,Technology,West,5,79.96,67
2014-09-12,Xerox 1894,Office Supplies,West,11,71.28,122
2014-09-12,OtterBox Defender Series Case - Samsung Galaxy S4,Technology,West,6,143.95,209
2014-09-12,Xerox 192,Office Supplies,West,3,19.44,195
2014-09-12,Xerox 225,Office Supplies,West,3,19.44,112
2014-09-12,Office Star - Contemporary Task Swivel Chair,Furniture,West,2,177.57,97
2014-09-12,Xerox 1996,Office Supplies,West,2,12.96,92
2014-09-12,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Office Supplies,South,4,14.2,215
2014-09-12,Howard Miller 11-1/2' Diameter Grantwood Wall Clock,Furniture,South,1,34.5,21
2014-09-12,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Office Supplies,Central,2,1.56,193
2014-09-12,Bevis Round Conference Table Top & Single Column Base,Furniture,Central,5,512.19,171
2014-09-12,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Office Supplies,South,4,195.68,126
2014-09-12,Acco Hot Clips Clips to Go,Office Supplies,Central,4,10.53,133
2014-09-12,Xerox 1927,Office Supplies,Central,6,20.54,169
2014-09-12,#10 Self-Seal White Envelopes,Office Supplies,West,2,22.18,24
2014-09-12,Xerox 1935,Office Supplies,South,7,184.66,246
2014-09-12,Xerox 1953,Office Supplies,Central,3,10.27,184
2014-09-12,"6' Cubicle Wall Clock, Black",Furniture,West,4,32.36,84
2014-09-12,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,West,5,406.6,54
2014-09-12,Hon Pagoda Stacking Chairs,Furniture,West,8,2054.27,143
2014-09-12,Ibico Ibimaster 300 Manual Binding System,Office Supplies,West,5,1471.96,94
2014-09-13,Xerox 1939,Office Supplies,East,5,94.85,141
2014-09-13,Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,East,7,90.86,166
2014-09-13,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Office Supplies,East,5,39.9,155
2014-09-13,Xerox 209,Office Supplies,East,7,45.36,223
2014-09-13,Aluminum Screw Posts,Office Supplies,East,3,45.78,219
2014-09-13,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Office Supplies,West,3,166.44,178
2014-09-13,"Eldon Image Series Desk Accessories, Burgundy",Furniture,West,2,8.36,118
2014-09-14,Fluorescent Highlighters by Dixon,Office Supplies,South,5,15.92,176
2014-09-15,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Technology,East,3,1079.85,8
2014-09-15,Boston Home & Office Model 2000 Electric Pencil Sharpeners,Office Supplies,East,3,70.95,185
2014-09-15,Avery 48,Office Supplies,West,9,56.7,172
2014-09-15,Logitech Wireless Gaming Headset G930,Technology,East,7,895.94,149
2014-09-15,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Furniture,East,5,589.41,159
2014-09-15,Bulldog Table or Wall-Mount Pencil Sharpener,Office Supplies,East,5,29.95,196
2014-09-15,Lexmark MarkNet N8150 Wireless Print Server,Technology,East,2,241.17,214
2014-09-15,Xerox 1987,Office Supplies,East,2,11.56,196
2014-09-15,Tensor Track Tree Floor Lamp,Furniture,East,8,127.94,41
2014-09-15,Ricoh - Ink Collector Unit for GX3000 Series Printers,Technology,East,1,12.58,52
2014-09-15,"Telephone Message Books with Fax/Mobile Section, 5 1/2' x 3 3/16'",Office Supplies,Central,3,19.05,223
2014-09-15,Office Star - Ergonomically Designed Knee Chair,Furniture,East,2,113.37,186
2014-09-15,3.6 Cubic Foot Counter Height Office Refrigerator,Office Supplies,South,4,942.78,73
2014-09-15,Xerox 1980,Office Supplies,East,2,8.56,38
2014-09-15,Aluminum Screw Posts,Office Supplies,East,4,18.31,121
2014-09-15,Sensible Storage WireTech Storage Systems,Office Supplies,East,1,70.98,14
2014-09-15,GBC Instant Report Kit,Office Supplies,East,2,3.88,198
2014-09-15,Xerox 1988,Office Supplies,South,3,74.35,156
2014-09-16,"Avery Trapezoid Ring Binder, 3' Capacity, Black, 1040 sheets",Office Supplies,West,9,295.06,122
2014-09-16,SAFCO Folding Chair Trolley,Furniture,East,4,512.96,110
2014-09-16,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Technology,West,7,369.54,130
2014-09-16,"Leather Task Chair, Black",Furniture,West,3,218.35,82
2014-09-16,Xerox 1897,Office Supplies,Central,8,31.87,9
2014-09-16,Peel-Off China Markers,Office Supplies,West,10,99.3,91
2014-09-16,Belkin 5 Outlet SurgeMaster Power Centers,Office Supplies,West,2,108.96,28
2014-09-16,GBC DocuBind 200 Manual Binding Machine,Office Supplies,West,7,2357.49,206
2014-09-16,Cardinal Poly Pocket Divider Pockets for Ring Binders,Office Supplies,West,1,2.69,34
2014-09-16,Micro Innovations Wireless Classic Keyboard with Mouse,Technology,East,2,59.98,5
2014-09-16,"Tenex 46' x 60' Computer Anti-Static Chairmat, Rectangular Shaped",Furniture,West,5,529.9,139
2014-09-16,Plantronics 81402,Technology,East,6,395.94,110
2014-09-16,Contico 72'H Heavy-Duty Storage System,Office Supplies,East,2,81.96,37
2014-09-16,Xerox 1893,Office Supplies,South,5,163.96,76
2014-09-16,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,East,3,782.94,92
2014-09-16,Avaya 5420 Digital phone,Technology,Central,3,323.98,146
2014-09-16,Bretford Rectangular Conference Table Tops,Furniture,West,1,300.9,66
2014-09-16,BIC Brite Liner Highlighters,Office Supplies,West,3,12.42,135
2014-09-16,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,East,2,16.28,7
2014-09-16,GE DSL Phone Line Filter,Technology,East,1,39.99,246
2014-09-16,Global Deluxe Steno Chair,Furniture,West,3,184.75,121
2014-09-16,Prismacolor Color Pencil Set,Office Supplies,Central,2,31.74,83
2014-09-16,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Office Supplies,East,2,38.62,174
2014-09-16,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,East,5,47.4,131
2014-09-16,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Office Supplies,East,7,242.48,178
2014-09-16,"Master Caster Door Stop, Brown",Furniture,East,7,35.56,84
2014-09-17,Xerox 1927,Office Supplies,East,6,20.54,194
2014-09-17,KeyTronic E03601U1 - Keyboard - Beige,Technology,South,1,18.0,44
2014-09-17,Newell 330,Office Supplies,West,1,5.98,135
2014-09-17,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Furniture,East,3,22.51,86
2014-09-17,Binder Posts,Office Supplies,East,2,3.44,15
2014-09-17,GBC DocuBind TL300 Electric Binding System,Office Supplies,East,2,538.19,76
2014-09-17,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,East,2,47.98,194
2014-09-17,"Ampad Gold Fibre Wirebound Steno Books, 6' x 9', Gregg Ruled",Office Supplies,West,2,8.82,239
2014-09-17,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,West,5,17.9,8
2014-09-17,Xerox 231,Office Supplies,East,4,20.74,59
2014-09-17,ClearSounds CSC500 Amplified Spirit Phone Corded phone,Technology,Central,1,55.99,77
2014-09-17,Logitech Trackman Marble Mouse,Technology,East,3,71.98,76
2014-09-17,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6' x 9'",Office Supplies,Central,2,17.57,244
2014-09-18,Logitech Trackman Marble Mouse,Technology,West,3,89.97,248
2014-09-18,Xerox 1984,Office Supplies,West,2,12.96,70
2014-09-18,Lexmark 20R1285 X6650 Wireless All-in-One Printer,Technology,East,4,480.0,14
2014-09-18,Staples,Office Supplies,South,3,106.32,70
2014-09-18,Global Ergonomic Managers Chair,Furniture,South,4,723.92,101
2014-09-18,Avery 514,Office Supplies,West,5,14.4,225
2014-09-18,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Office Supplies,West,2,261.74,168
2014-09-18,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2' x 11'",Office Supplies,West,2,25.58,21
2014-09-18,Green Bar Computer Printout Paper,Office Supplies,West,3,164.88,151
2014-09-18,"Acco Pressboard Covers with Storage Hooks, 14 7/8' x 11', Light Blue",Office Supplies,West,3,11.78,112
2014-09-18,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Office Supplies,East,3,34.05,228
2014-09-18,Avery Non-Stick Binders,Office Supplies,West,3,10.78,171
2014-09-18,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",Furniture,West,3,1292.94,0
2014-09-18,Polycom VoiceStation 500 Conference phone,Technology,Central,6,1415.76,9
2014-09-18,Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders,Office Supplies,Central,5,5.8,234
2014-09-18,"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,Central,5,318.43,207
2014-09-18,Newell Chalk Holder,Office Supplies,Central,3,9.91,109
2014-09-19,"Fiskars 8' Scissors, 2/Pack",Office Supplies,South,2,34.48,199
2014-09-19,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,South,8,95.68,183
2014-09-19,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,South,3,113.94,112
2014-09-19,Xerox 1917,Office Supplies,South,5,244.55,216
2014-09-19,AT&T CL83451 4-Handset Telephone,Technology,South,2,411.98,49
2014-09-19,Newell 314,Office Supplies,Central,2,8.93,11
2014-09-19,Acco Perma 2700 Stacking Storage Drawers,Office Supplies,Central,2,47.58,88
2014-09-19,Wilson Jones Easy Flow II Sheet Lifters,Office Supplies,West,7,10.08,208
2014-09-19,Xerox 1997,Office Supplies,South,4,25.92,187
2014-09-19,Kingston Digital DataTraveler 64GB USB 2.0,Technology,West,3,101.34,153
2014-09-19,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Office Supplies,Central,2,15.96,237
2014-09-19,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4'X8 1/2', 200/Messages",Office Supplies,Central,4,22.72,111
2014-09-19,"Master Caster Door Stop, Gray",Furniture,South,4,20.32,77
2014-09-19,Xerox 203,Office Supplies,East,3,19.44,168
2014-09-19,"Post-it Important Message Note Pad, Neon Colors, 50 Sheets/Pad",Office Supplies,South,7,50.96,163
2014-09-19,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Office Supplies,Central,4,114.85,120
2014-09-19,Newell 343,Office Supplies,West,3,8.82,22
2014-09-19,Convenience Packs of Business Envelopes,Office Supplies,West,3,10.86,170
2014-09-19,Xerox 1911,Office Supplies,West,3,143.7,133
2014-09-19,Ultra Door Push Plate,Furniture,East,2,9.82,238
2014-09-20,SANFORD Major Accent Highlighters,Office Supplies,South,5,35.4,196
2014-09-20,Akro Stacking Bins,Office Supplies,West,2,12.62,170
2014-09-20,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2' X 11'",Office Supplies,East,3,4.84,24
2014-09-20,Newell 33,Office Supplies,West,3,16.74,17
2014-09-20,Peel-Off China Markers,Office Supplies,West,3,23.83,189
2014-09-20,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Office Supplies,South,2,95.62,140
2014-09-20,Plastic Binding Combs,Office Supplies,West,4,18.18,42
2014-09-20,Howard Miller 14-1/2' Diameter Chrome Round Wall Clock,Furniture,West,8,409.22,77
2014-09-20,Microsoft Natural Ergonomic Keyboard 4000,Technology,West,5,149.95,27
2014-09-20,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,West,2,89.58,145
2014-09-20,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Office Supplies,West,2,23.32,58
2014-09-20,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,West,2,72.59,187
2014-09-20,Polycom VoiceStation 500 Conference phone,Technology,West,2,471.92,62
2014-09-20,Mophie Juice Pack Helium for iPhone,Technology,West,3,191.98,184
2014-09-20,Xerox 228,Office Supplies,East,5,32.4,91
2014-09-21,Global Troy Executive Leather Low-Back Tilter,Furniture,East,5,2254.41,178
2014-09-21,"Pressboard Covers with Storage Hooks, 9 1/2' x 11', Light Blue",Office Supplies,East,3,11.78,55
2014-09-21,Apple iPhone 5,Technology,East,2,1299.66,154
2014-09-21,"Global Leather Task Chair, Black",Furniture,East,1,80.99,159
2014-09-21,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",Office Supplies,East,2,13.76,110
2014-09-21,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Office Supplies,East,4,45.4,136
2014-09-21,"Logitech Wireless Boombox Speaker - portable - wireless, wired",Technology,East,2,212.8,231
2014-09-21,Hon Valutask Swivel Chairs,Furniture,East,3,272.65,223
2014-09-21,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,East,11,2888.13,211
2014-09-21,Advantus Push Pins,Office Supplies,East,2,4.36,219
2014-09-21,SanDisk Cruzer 64 GB USB Flash Drive,Technology,East,2,72.64,224
2014-09-21,Plantronics Cordless Phone Headset with In-line Volume - M214C,Technology,East,3,104.85,67
2014-09-21,"TOPS 'Important Message' Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",Office Supplies,East,9,38.52,45
2014-09-21,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Technology,East,3,59.97,248
2014-09-22,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Office Supplies,West,7,55.86,225
2014-09-22,Insertable Tab Indexes For Data Binders,Office Supplies,East,2,1.91,239
2014-09-22,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Office Supplies,West,1,15.51,66
2014-09-22,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,West,2,71.98,153
2014-09-22,Logitech M510 Wireless Mouse,Technology,West,2,79.98,135
2014-09-22,Avery Durable Binders,Office Supplies,Central,7,20.16,5
2014-09-22,"Avery Trapezoid Ring Binder, 3' Capacity, Black, 1040 sheets",Office Supplies,South,1,12.29,207
2014-09-22,APC 7 Outlet Network SurgeArrest Surge Protector,Office Supplies,South,1,80.48,23
2014-09-23,ACCOHIDE Binder by Acco,Office Supplies,Central,8,33.04,175
2014-09-23,"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,East,5,67.4,230
2014-09-23,Fiskars Softgrip Scissors,Office Supplies,West,2,21.96,93
2014-09-23,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Office Supplies,West,3,27.18,172
2014-09-23,AT&T CL82213,Technology,Central,3,86.97,12
2014-09-23,Clear Mylar Reinforcing Strips,Office Supplies,East,1,5.61,196
2014-09-23,WD My Passport Ultra 2TB Portable External Hard Drive,Technology,East,9,1071.0,24
2014-09-23,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",Office Supplies,South,3,17.94,147
2014-09-23,Logitech Desktop MK120 Mouse and keyboard Combo,Technology,Central,6,98.16,117
2014-09-23,Xerox 1940,Office Supplies,Central,4,219.84,81
2014-09-23,Martin Yale Chadless Opener Electric Letter Opener,Office Supplies,East,7,4663.74,110
2014-09-23,Eldon 500 Class Desk Accessories,Furniture,East,1,12.07,81
2014-09-23,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,Central,2,241.96,65
2014-09-23,Avery 511,Office Supplies,Central,9,27.72,201
2014-09-23,Staples,Office Supplies,Central,3,13.39,246
2014-09-23,Insertable Tab Post Binder Dividers,Office Supplies,Central,7,11.23,44
2014-09-23,Xerox 219,Office Supplies,South,2,12.96,113
2014-09-23,Logitech Wireless Marathon Mouse M705,Technology,East,2,79.98,174
2014-09-23,GE 30524EE4,Technology,East,2,391.98,62
2014-09-23,Ibico EB-19 Dual Function Manual Binding System,Office Supplies,South,4,691.96,75
2014-09-23,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Technology,South,5,34.95,238
2014-09-23,GBC Poly Designer Binding Covers,Office Supplies,East,3,40.18,204
2014-09-24,Xerox 1899,Office Supplies,Central,2,9.25,113
2014-09-24,Xerox 1909,Office Supplies,West,8,211.04,110
2014-09-24,Microsoft Wireless Mobile Mouse 4000,Technology,South,5,199.95,248
2014-09-24,Xerox 225,Office Supplies,South,2,12.96,182
2014-09-24,Aluminum Document Frame,Furniture,West,3,29.33,202
2014-09-24,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,Central,4,291.96,146
2014-09-24,GuestStacker Chair with Chrome Finish Legs,Furniture,West,2,594.82,34
2014-09-24,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,West,2,180.59,230
2014-09-24,Ibico Plastic Spiral Binding Combs,Office Supplies,West,3,72.96,52
2014-09-24,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2' X 11'",Office Supplies,West,6,25.82,25
2014-09-24,Belkin F8E887 USB Wired Ergonomic Keyboard,Technology,West,2,47.98,237
2014-09-24,APC 7 Outlet Network SurgeArrest Surge Protector,Office Supplies,West,2,160.96,13
2014-09-24,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Office Supplies,West,2,119.96,117
2014-09-24,Sterilite Officeware Hinged File Box,Office Supplies,West,3,31.44,44
2014-09-24,Avery Printable Repositionable Plastic Tabs,Office Supplies,West,1,6.88,171
2014-09-24,OtterBox Commuter Series Case - Samsung Galaxy S4,Technology,Central,2,39.98,215
2014-09-24,Xerox 1941,Office Supplies,South,3,251.64,232
2014-09-24,Wausau Papers Astrobrights Colored Envelopes,Office Supplies,West,3,14.35,192
2014-09-24,Xerox 217,Office Supplies,Central,4,20.74,50
2014-09-24,Euro Pro Shark Stick Mini Vacuum,Office Supplies,Central,6,73.18,170
2014-09-25,Wilson Electronics DB Pro Signal Booster,Technology,West,3,859.2,118
2014-09-25,Howard Miller 13' Diameter Pewter Finish Round Wall Clock,Furniture,East,3,103.06,213
2014-09-25,Fellowes Desktop Hanging File Manager,Office Supplies,South,3,40.29,150
2014-09-25,Array Memo Cubes,Office Supplies,West,6,31.08,183
2014-09-25,Socket Bluetooth Cordless Hand Scanner (CHS),Technology,West,3,506.28,245
2014-09-25,Wirebound Voice Message Log Book,Office Supplies,Central,3,11.42,18
2014-09-25,GuestStacker Chair with Chrome Finish Legs,Furniture,Central,2,520.46,81
2014-09-25,Apple iPhone 5,Technology,East,3,1169.69,75
2014-09-25,Wilson Jones International Size A4 Ring Binders,Office Supplies,South,3,15.57,182
2014-09-25,Acme Value Line Scissors,Office Supplies,West,2,7.3,219
2014-09-25,Avery Durable Poly Binders,Office Supplies,South,7,38.71,91
2014-09-25,Vtech CS6719,Technology,South,5,383.96,187
2014-09-25,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",Technology,South,3,17.88,186
2014-09-25,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Office Supplies,South,3,235.94,32
2014-09-25,Imation Bio 2GB USB Flash Drive Imation Corp,Technology,Central,5,655.9,146
2014-09-25,Barrel Sharpener,Office Supplies,South,4,14.28,27
2014-09-25,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Office Supplies,South,1,15.51,122
2014-09-25,Panasonic KX-TG9471B,Technology,East,2,391.98,179
